date,tenor,yield_to_maturity,instrument
1998-08-03,,0.0643 ,Emerging Markets High Yield Corporate Bond
1998-08-04,,0.0640 ,Emerging Markets High Yield Corporate Bond
1998-08-05,,0.0640 ,Emerging Markets High Yield Corporate Bond
1998-08-06,,0.0641 ,Emerging Markets High Yield Corporate Bond
1998-08-07,,0.0637 ,Emerging Markets High Yield Corporate Bond
1998-08-10,,0.0637 ,Emerging Markets High Yield Corporate Bond
1998-08-11,,0.0634 ,Emerging Markets High Yield Corporate Bond
1998-08-12,,0.0636 ,Emerging Markets High Yield Corporate Bond
1998-08-13,,0.0640 ,Emerging Markets High Yield Corporate Bond
1998-08-14,,0.0636 ,Emerging Markets High Yield Corporate Bond
1998-08-17,,0.0636 ,Emerging Markets High Yield Corporate Bond
1998-08-18,,0.0639 ,Emerging Markets High Yield Corporate Bond
1998-08-19,,0.0639 ,Emerging Markets High Yield Corporate Bond
1998-08-20,,0.0636 ,Emerging Markets High Yield Corporate Bond
1998-08-21,,0.0630 ,Emerging Markets High Yield Corporate Bond
1998-08-24,,0.0630 ,Emerging Markets High Yield Corporate Bond
1998-08-25,,0.0627 ,Emerging Markets High Yield Corporate Bond
1998-08-26,,0.0625 ,Emerging Markets High Yield Corporate Bond
1998-08-27,,0.0619 ,Emerging Markets High Yield Corporate Bond
1998-08-28,,0.0626 ,Emerging Markets High Yield Corporate Bond
1998-08-31,,0.0648 ,Emerging Markets High Yield Corporate Bond
1998-09-01,,0.0649 ,Emerging Markets High Yield Corporate Bond
1998-09-02,,0.0652 ,Emerging Markets High Yield Corporate Bond
1998-09-03,,0.0647 ,Emerging Markets High Yield Corporate Bond
1998-09-04,,0.0646 ,Emerging Markets High Yield Corporate Bond
1998-09-07,,0.0645 ,Emerging Markets High Yield Corporate Bond
1998-09-08,,0.0647 ,Emerging Markets High Yield Corporate Bond
1998-09-09,,0.0637 ,Emerging Markets High Yield Corporate Bond
1998-09-10,,0.0621 ,Emerging Markets High Yield Corporate Bond
1998-09-11,,0.0628 ,Emerging Markets High Yield Corporate Bond
1998-09-14,,0.0631 ,Emerging Markets High Yield Corporate Bond
1998-09-15,,0.0632 ,Emerging Markets High Yield Corporate Bond
1998-09-16,,0.0631 ,Emerging Markets High Yield Corporate Bond
1998-09-17,,0.0625 ,Emerging Markets High Yield Corporate Bond
1998-09-18,,0.0620 ,Emerging Markets High Yield Corporate Bond
1998-09-21,,0.0619 ,Emerging Markets High Yield Corporate Bond
1998-09-22,,0.0624 ,Emerging Markets High Yield Corporate Bond
1998-09-23,,0.0619 ,Emerging Markets High Yield Corporate Bond
1998-09-24,,0.0615 ,Emerging Markets High Yield Corporate Bond
1998-09-25,,0.0612 ,Emerging Markets High Yield Corporate Bond
1998-09-28,,0.0614 ,Emerging Markets High Yield Corporate Bond
1998-09-29,,0.0615 ,Emerging Markets High Yield Corporate Bond
1998-09-30,,0.0602 ,Emerging Markets High Yield Corporate Bond
1998-10-01,,0.0591 ,Emerging Markets High Yield Corporate Bond
1998-10-02,,0.0593 ,Emerging Markets High Yield Corporate Bond
1998-10-05,,0.0583 ,Emerging Markets High Yield Corporate Bond
1998-10-06,,0.0589 ,Emerging Markets High Yield Corporate Bond
1998-10-07,,0.0599 ,Emerging Markets High Yield Corporate Bond
1998-10-08,,0.0613 ,Emerging Markets High Yield Corporate Bond
1998-10-09,,0.0635 ,Emerging Markets High Yield Corporate Bond
1998-10-12,,0.0636 ,Emerging Markets High Yield Corporate Bond
1998-10-13,,0.0632 ,Emerging Markets High Yield Corporate Bond
1998-10-14,,0.0621 ,Emerging Markets High Yield Corporate Bond
1998-10-15,,0.0623 ,Emerging Markets High Yield Corporate Bond
1998-10-16,,0.0608 ,Emerging Markets High Yield Corporate Bond
1998-10-19,,0.0610 ,Emerging Markets High Yield Corporate Bond
1998-10-20,,0.0617 ,Emerging Markets High Yield Corporate Bond
1998-10-21,,0.0619 ,Emerging Markets High Yield Corporate Bond
1998-10-22,,0.0623 ,Emerging Markets High Yield Corporate Bond
1998-10-23,,0.0626 ,Emerging Markets High Yield Corporate Bond
1998-10-26,,0.0626 ,Emerging Markets High Yield Corporate Bond
1998-10-27,,0.0618 ,Emerging Markets High Yield Corporate Bond
1998-10-28,,0.0616 ,Emerging Markets High Yield Corporate Bond
1998-10-29,,0.0615 ,Emerging Markets High Yield Corporate Bond
1998-10-30,,0.0626 ,Emerging Markets High Yield Corporate Bond
1998-10-31,,0.0627 ,Emerging Markets High Yield Corporate Bond
1998-11-02,,0.0638 ,Emerging Markets High Yield Corporate Bond
1998-11-03,,0.0639 ,Emerging Markets High Yield Corporate Bond
1998-11-04,,0.0651 ,Emerging Markets High Yield Corporate Bond
1998-11-05,,0.0647 ,Emerging Markets High Yield Corporate Bond
1998-11-06,,0.0658 ,Emerging Markets High Yield Corporate Bond
1998-11-09,,0.0650 ,Emerging Markets High Yield Corporate Bond
1998-11-10,,0.0645 ,Emerging Markets High Yield Corporate Bond
1998-11-11,,0.0645 ,Emerging Markets High Yield Corporate Bond
1998-11-12,,0.0641 ,Emerging Markets High Yield Corporate Bond
1998-11-13,,0.0644 ,Emerging Markets High Yield Corporate Bond
1998-11-16,,0.0646 ,Emerging Markets High Yield Corporate Bond
1998-11-17,,0.0647 ,Emerging Markets High Yield Corporate Bond
1998-11-18,,0.0644 ,Emerging Markets High Yield Corporate Bond
1998-11-19,,0.0645 ,Emerging Markets High Yield Corporate Bond
1998-11-20,,0.0643 ,Emerging Markets High Yield Corporate Bond
1998-11-23,,0.0644 ,Emerging Markets High Yield Corporate Bond
1998-11-24,,0.0643 ,Emerging Markets High Yield Corporate Bond
1998-11-25,,0.0639 ,Emerging Markets High Yield Corporate Bond
1998-11-26,,0.0638 ,Emerging Markets High Yield Corporate Bond
1998-11-27,,0.0635 ,Emerging Markets High Yield Corporate Bond
1998-11-30,,0.0616 ,Emerging Markets High Yield Corporate Bond
1998-12-01,,0.0610 ,Emerging Markets High Yield Corporate Bond
1998-12-02,,0.0604 ,Emerging Markets High Yield Corporate Bond
1998-12-03,,0.0603 ,Emerging Markets High Yield Corporate Bond
1998-12-04,,0.0609 ,Emerging Markets High Yield Corporate Bond
1998-12-07,,0.0616 ,Emerging Markets High Yield Corporate Bond
1998-12-08,,0.0607 ,Emerging Markets High Yield Corporate Bond
1998-12-09,,0.0605 ,Emerging Markets High Yield Corporate Bond
1998-12-10,,0.0601 ,Emerging Markets High Yield Corporate Bond
1998-12-11,,0.0611 ,Emerging Markets High Yield Corporate Bond
1998-12-14,,0.0608 ,Emerging Markets High Yield Corporate Bond
1998-12-15,,0.0614 ,Emerging Markets High Yield Corporate Bond
1998-12-16,,0.0610 ,Emerging Markets High Yield Corporate Bond
1998-12-17,,0.0609 ,Emerging Markets High Yield Corporate Bond
1998-12-18,,0.0610 ,Emerging Markets High Yield Corporate Bond
1998-12-21,,0.0617 ,Emerging Markets High Yield Corporate Bond
1998-12-22,,0.0623 ,Emerging Markets High Yield Corporate Bond
1998-12-23,,0.0633 ,Emerging Markets High Yield Corporate Bond
1998-12-24,,0.0638 ,Emerging Markets High Yield Corporate Bond
1998-12-28,,0.0633 ,Emerging Markets High Yield Corporate Bond
1998-12-29,,0.0629 ,Emerging Markets High Yield Corporate Bond
1998-12-30,,0.0627 ,Emerging Markets High Yield Corporate Bond
1998-12-31,,0.0615 ,Emerging Markets High Yield Corporate Bond
1999-01-04,,0.0617 ,Emerging Markets High Yield Corporate Bond
1999-01-05,,0.0623 ,Emerging Markets High Yield Corporate Bond
1999-01-06,,0.0620 ,Emerging Markets High Yield Corporate Bond
1999-01-07,,0.0624 ,Emerging Markets High Yield Corporate Bond
1999-01-08,,0.0629 ,Emerging Markets High Yield Corporate Bond
1999-01-11,,0.0632 ,Emerging Markets High Yield Corporate Bond
1999-01-12,,0.0625 ,Emerging Markets High Yield Corporate Bond
1999-01-13,,0.0618 ,Emerging Markets High Yield Corporate Bond
1999-01-14,,0.0608 ,Emerging Markets High Yield Corporate Bond
1999-01-15,,0.0615 ,Emerging Markets High Yield Corporate Bond
1999-01-18,,0.0616 ,Emerging Markets High Yield Corporate Bond
1999-01-19,,0.0618 ,Emerging Markets High Yield Corporate Bond
1999-01-20,,0.0622 ,Emerging Markets High Yield Corporate Bond
1999-01-21,,0.0617 ,Emerging Markets High Yield Corporate Bond
1999-01-22,,0.0612 ,Emerging Markets High Yield Corporate Bond
1999-01-25,,0.0614 ,Emerging Markets High Yield Corporate Bond
1999-01-26,,0.0615 ,Emerging Markets High Yield Corporate Bond
1999-01-27,,0.0615 ,Emerging Markets High Yield Corporate Bond
1999-01-28,,0.0613 ,Emerging Markets High Yield Corporate Bond
1999-01-29,,0.0609 ,Emerging Markets High Yield Corporate Bond
1999-01-31,,0.0608 ,Emerging Markets High Yield Corporate Bond
1999-02-01,,0.0617 ,Emerging Markets High Yield Corporate Bond
1999-02-02,,0.0622 ,Emerging Markets High Yield Corporate Bond
1999-02-03,,0.0626 ,Emerging Markets High Yield Corporate Bond
1999-02-04,,0.0632 ,Emerging Markets High Yield Corporate Bond
1999-02-05,,0.0634 ,Emerging Markets High Yield Corporate Bond
1999-02-08,,0.0633 ,Emerging Markets High Yield Corporate Bond
1999-02-09,,0.0630 ,Emerging Markets High Yield Corporate Bond
1999-02-10,,0.0631 ,Emerging Markets High Yield Corporate Bond
1999-02-11,,0.0632 ,Emerging Markets High Yield Corporate Bond
1999-02-12,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-02-15,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-02-16,,0.0641 ,Emerging Markets High Yield Corporate Bond
1999-02-17,,0.0637 ,Emerging Markets High Yield Corporate Bond
1999-02-18,,0.0640 ,Emerging Markets High Yield Corporate Bond
1999-02-19,,0.0643 ,Emerging Markets High Yield Corporate Bond
1999-02-22,,0.0640 ,Emerging Markets High Yield Corporate Bond
1999-02-23,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-02-24,,0.0654 ,Emerging Markets High Yield Corporate Bond
1999-02-25,,0.0664 ,Emerging Markets High Yield Corporate Bond
1999-02-26,,0.0659 ,Emerging Markets High Yield Corporate Bond
1999-02-28,,0.0659 ,Emerging Markets High Yield Corporate Bond
1999-03-01,,0.0667 ,Emerging Markets High Yield Corporate Bond
1999-03-02,,0.0662 ,Emerging Markets High Yield Corporate Bond
1999-03-03,,0.0665 ,Emerging Markets High Yield Corporate Bond
1999-03-04,,0.0669 ,Emerging Markets High Yield Corporate Bond
1999-03-05,,0.0660 ,Emerging Markets High Yield Corporate Bond
1999-03-08,,0.0658 ,Emerging Markets High Yield Corporate Bond
1999-03-09,,0.0650 ,Emerging Markets High Yield Corporate Bond
1999-03-10,,0.0652 ,Emerging Markets High Yield Corporate Bond
1999-03-11,,0.0652 ,Emerging Markets High Yield Corporate Bond
1999-03-12,,0.0648 ,Emerging Markets High Yield Corporate Bond
1999-03-15,,0.0645 ,Emerging Markets High Yield Corporate Bond
1999-03-16,,0.0641 ,Emerging Markets High Yield Corporate Bond
1999-03-17,,0.0643 ,Emerging Markets High Yield Corporate Bond
1999-03-18,,0.0641 ,Emerging Markets High Yield Corporate Bond
1999-03-19,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-03-22,,0.0649 ,Emerging Markets High Yield Corporate Bond
1999-03-23,,0.0648 ,Emerging Markets High Yield Corporate Bond
1999-03-24,,0.0645 ,Emerging Markets High Yield Corporate Bond
1999-03-25,,0.0649 ,Emerging Markets High Yield Corporate Bond
1999-03-26,,0.0649 ,Emerging Markets High Yield Corporate Bond
1999-03-29,,0.0653 ,Emerging Markets High Yield Corporate Bond
1999-03-30,,0.0647 ,Emerging Markets High Yield Corporate Bond
1999-03-31,,0.0651 ,Emerging Markets High Yield Corporate Bond
1999-04-01,,0.0654 ,Emerging Markets High Yield Corporate Bond
1999-04-02,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-04-05,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-04-06,,0.0640 ,Emerging Markets High Yield Corporate Bond
1999-04-07,,0.0641 ,Emerging Markets High Yield Corporate Bond
1999-04-08,,0.0633 ,Emerging Markets High Yield Corporate Bond
1999-04-09,,0.0634 ,Emerging Markets High Yield Corporate Bond
1999-04-12,,0.0634 ,Emerging Markets High Yield Corporate Bond
1999-04-13,,0.0639 ,Emerging Markets High Yield Corporate Bond
1999-04-14,,0.0639 ,Emerging Markets High Yield Corporate Bond
1999-04-15,,0.0641 ,Emerging Markets High Yield Corporate Bond
1999-04-16,,0.0646 ,Emerging Markets High Yield Corporate Bond
1999-04-19,,0.0641 ,Emerging Markets High Yield Corporate Bond
1999-04-20,,0.0639 ,Emerging Markets High Yield Corporate Bond
1999-04-21,,0.0640 ,Emerging Markets High Yield Corporate Bond
1999-04-22,,0.0648 ,Emerging Markets High Yield Corporate Bond
1999-04-23,,0.0647 ,Emerging Markets High Yield Corporate Bond
1999-04-26,,0.0645 ,Emerging Markets High Yield Corporate Bond
1999-04-27,,0.0644 ,Emerging Markets High Yield Corporate Bond
1999-04-28,,0.0647 ,Emerging Markets High Yield Corporate Bond
1999-04-29,,0.0642 ,Emerging Markets High Yield Corporate Bond
1999-04-30,,0.0656 ,Emerging Markets High Yield Corporate Bond
1999-05-03,,0.0656 ,Emerging Markets High Yield Corporate Bond
1999-05-04,,0.0660 ,Emerging Markets High Yield Corporate Bond
1999-05-05,,0.0658 ,Emerging Markets High Yield Corporate Bond
1999-05-06,,0.0667 ,Emerging Markets High Yield Corporate Bond
1999-05-07,,0.0669 ,Emerging Markets High Yield Corporate Bond
1999-05-10,,0.0665 ,Emerging Markets High Yield Corporate Bond
1999-05-11,,0.0671 ,Emerging Markets High Yield Corporate Bond
1999-05-12,,0.0669 ,Emerging Markets High Yield Corporate Bond
1999-05-13,,0.0660 ,Emerging Markets High Yield Corporate Bond
1999-05-14,,0.0677 ,Emerging Markets High Yield Corporate Bond
1999-05-17,,0.0680 ,Emerging Markets High Yield Corporate Bond
1999-05-18,,0.0678 ,Emerging Markets High Yield Corporate Bond
1999-05-19,,0.0677 ,Emerging Markets High Yield Corporate Bond
1999-05-20,,0.0680 ,Emerging Markets High Yield Corporate Bond
1999-05-21,,0.0674 ,Emerging Markets High Yield Corporate Bond
1999-05-24,,0.0672 ,Emerging Markets High Yield Corporate Bond
1999-05-25,,0.0676 ,Emerging Markets High Yield Corporate Bond
1999-05-26,,0.0681 ,Emerging Markets High Yield Corporate Bond
1999-05-27,,0.0688 ,Emerging Markets High Yield Corporate Bond
1999-05-28,,0.0690 ,Emerging Markets High Yield Corporate Bond
1999-05-31,,0.0691 ,Emerging Markets High Yield Corporate Bond
1999-06-01,,0.0704 ,Emerging Markets High Yield Corporate Bond
1999-06-02,,0.0704 ,Emerging Markets High Yield Corporate Bond
1999-06-03,,0.0703 ,Emerging Markets High Yield Corporate Bond
1999-06-04,,0.0704 ,Emerging Markets High Yield Corporate Bond
1999-06-07,,0.0705 ,Emerging Markets High Yield Corporate Bond
1999-06-08,,0.0707 ,Emerging Markets High Yield Corporate Bond
1999-06-09,,0.0710 ,Emerging Markets High Yield Corporate Bond
1999-06-10,,0.0715 ,Emerging Markets High Yield Corporate Bond
1999-06-11,,0.0723 ,Emerging Markets High Yield Corporate Bond
1999-06-14,,0.0720 ,Emerging Markets High Yield Corporate Bond
1999-06-15,,0.0720 ,Emerging Markets High Yield Corporate Bond
1999-06-16,,0.0715 ,Emerging Markets High Yield Corporate Bond
1999-06-17,,0.0702 ,Emerging Markets High Yield Corporate Bond
1999-06-18,,0.0707 ,Emerging Markets High Yield Corporate Bond
1999-06-21,,0.0712 ,Emerging Markets High Yield Corporate Bond
1999-06-22,,0.0716 ,Emerging Markets High Yield Corporate Bond
1999-06-23,,0.0721 ,Emerging Markets High Yield Corporate Bond
1999-06-24,,0.0725 ,Emerging Markets High Yield Corporate Bond
1999-06-25,,0.0723 ,Emerging Markets High Yield Corporate Bond
1999-06-28,,0.0718 ,Emerging Markets High Yield Corporate Bond
1999-06-29,,0.0715 ,Emerging Markets High Yield Corporate Bond
1999-06-30,,0.0707 ,Emerging Markets High Yield Corporate Bond
1999-07-01,,0.0710 ,Emerging Markets High Yield Corporate Bond
1999-07-02,,0.0709 ,Emerging Markets High Yield Corporate Bond
1999-07-05,,0.0709 ,Emerging Markets High Yield Corporate Bond
1999-07-06,,0.0713 ,Emerging Markets High Yield Corporate Bond
1999-07-07,,0.0716 ,Emerging Markets High Yield Corporate Bond
1999-07-08,,0.0710 ,Emerging Markets High Yield Corporate Bond
1999-07-09,,0.0710 ,Emerging Markets High Yield Corporate Bond
1999-07-12,,0.0700 ,Emerging Markets High Yield Corporate Bond
1999-07-13,,0.0698 ,Emerging Markets High Yield Corporate Bond
1999-07-14,,0.0701 ,Emerging Markets High Yield Corporate Bond
1999-07-15,,0.0700 ,Emerging Markets High Yield Corporate Bond
1999-07-16,,0.0696 ,Emerging Markets High Yield Corporate Bond
1999-07-19,,0.0696 ,Emerging Markets High Yield Corporate Bond
1999-07-20,,0.0693 ,Emerging Markets High Yield Corporate Bond
1999-07-21,,0.0695 ,Emerging Markets High Yield Corporate Bond
1999-07-22,,0.0704 ,Emerging Markets High Yield Corporate Bond
1999-07-23,,0.0710 ,Emerging Markets High Yield Corporate Bond
1999-07-26,,0.0714 ,Emerging Markets High Yield Corporate Bond
1999-07-27,,0.0711 ,Emerging Markets High Yield Corporate Bond
1999-07-28,,0.0711 ,Emerging Markets High Yield Corporate Bond
1999-07-29,,0.0718 ,Emerging Markets High Yield Corporate Bond
1999-07-30,,0.0726 ,Emerging Markets High Yield Corporate Bond
1999-07-31,,0.0727 ,Emerging Markets High Yield Corporate Bond
1999-08-02,,0.0727 ,Emerging Markets High Yield Corporate Bond
1999-08-03,,0.0730 ,Emerging Markets High Yield Corporate Bond
1999-08-04,,0.0729 ,Emerging Markets High Yield Corporate Bond
1999-08-05,,0.0722 ,Emerging Markets High Yield Corporate Bond
1999-08-06,,0.0736 ,Emerging Markets High Yield Corporate Bond
1999-08-09,,0.0749 ,Emerging Markets High Yield Corporate Bond
1999-08-10,,0.0751 ,Emerging Markets High Yield Corporate Bond
1999-08-11,,0.0747 ,Emerging Markets High Yield Corporate Bond
1999-08-12,,0.0748 ,Emerging Markets High Yield Corporate Bond
1999-08-13,,0.0739 ,Emerging Markets High Yield Corporate Bond
1999-08-16,,0.0738 ,Emerging Markets High Yield Corporate Bond
1999-08-17,,0.0731 ,Emerging Markets High Yield Corporate Bond
1999-08-18,,0.0729 ,Emerging Markets High Yield Corporate Bond
1999-08-19,,0.0731 ,Emerging Markets High Yield Corporate Bond
1999-08-20,,0.0729 ,Emerging Markets High Yield Corporate Bond
1999-08-23,,0.0730 ,Emerging Markets High Yield Corporate Bond
1999-08-24,,0.0724 ,Emerging Markets High Yield Corporate Bond
1999-08-25,,0.0716 ,Emerging Markets High Yield Corporate Bond
1999-08-26,,0.0719 ,Emerging Markets High Yield Corporate Bond
1999-08-27,,0.0728 ,Emerging Markets High Yield Corporate Bond
1999-08-30,,0.0738 ,Emerging Markets High Yield Corporate Bond
1999-08-31,,0.0743 ,Emerging Markets High Yield Corporate Bond
1999-09-01,,0.0742 ,Emerging Markets High Yield Corporate Bond
1999-09-02,,0.0746 ,Emerging Markets High Yield Corporate Bond
1999-09-03,,0.0734 ,Emerging Markets High Yield Corporate Bond
1999-09-06,,0.0734 ,Emerging Markets High Yield Corporate Bond
1999-09-07,,0.0740 ,Emerging Markets High Yield Corporate Bond
1999-09-08,,0.0738 ,Emerging Markets High Yield Corporate Bond
1999-09-09,,0.0741 ,Emerging Markets High Yield Corporate Bond
1999-09-10,,0.0734 ,Emerging Markets High Yield Corporate Bond
1999-09-13,,0.0735 ,Emerging Markets High Yield Corporate Bond
1999-09-14,,0.0740 ,Emerging Markets High Yield Corporate Bond
1999-09-15,,0.0737 ,Emerging Markets High Yield Corporate Bond
1999-09-16,,0.0734 ,Emerging Markets High Yield Corporate Bond
1999-09-17,,0.0731 ,Emerging Markets High Yield Corporate Bond
1999-09-20,,0.0734 ,Emerging Markets High Yield Corporate Bond
1999-09-21,,0.0736 ,Emerging Markets High Yield Corporate Bond
1999-09-22,,0.0735 ,Emerging Markets High Yield Corporate Bond
1999-09-23,,0.0728 ,Emerging Markets High Yield Corporate Bond
1999-09-24,,0.0721 ,Emerging Markets High Yield Corporate Bond
1999-09-27,,0.0728 ,Emerging Markets High Yield Corporate Bond
