date,tenor,yield_to_maturity,instrument
1997-09-09,,0.0671 ,US AAA rated Bond
1997-09-10,,0.0674 ,US AAA rated Bond
1997-09-11,,0.0677 ,US AAA rated Bond
1997-09-12,,0.0665 ,US AAA rated Bond
1997-09-15,,0.0666 ,US AAA rated Bond
1997-09-16,,0.0649 ,US AAA rated Bond
1997-09-17,,0.0645 ,US AAA rated Bond
1997-09-18,,0.0646 ,US AAA rated Bond
1997-09-19,,0.0648 ,US AAA rated Bond
1997-09-22,,0.0647 ,US AAA rated Bond
1997-09-23,,0.0645 ,US AAA rated Bond
1997-09-24,,0.0646 ,US AAA rated Bond
1997-09-25,,0.0650 ,US AAA rated Bond
1997-09-26,,0.0648 ,US AAA rated Bond
1997-09-29,,0.0644 ,US AAA rated Bond
1997-09-30,,0.0650 ,US AAA rated Bond
1997-10-01,,0.0646 ,US AAA rated Bond
1997-10-02,,0.0644 ,US AAA rated Bond
1997-10-03,,0.0642 ,US AAA rated Bond
1997-10-06,,0.0639 ,US AAA rated Bond
1997-10-07,,0.0637 ,US AAA rated Bond
1997-10-08,,0.0648 ,US AAA rated Bond
1997-10-09,,0.0649 ,US AAA rated Bond
1997-10-10,,0.0656 ,US AAA rated Bond
1997-10-13,,0.0656 ,US AAA rated Bond
1997-10-14,,0.0648 ,US AAA rated Bond
1997-10-15,,0.0649 ,US AAA rated Bond
1997-10-16,,0.0648 ,US AAA rated Bond
1997-10-17,,0.0659 ,US AAA rated Bond
1997-10-20,,0.0656 ,US AAA rated Bond
1997-10-21,,0.0656 ,US AAA rated Bond
1997-10-22,,0.0654 ,US AAA rated Bond
1997-10-23,,0.0648 ,US AAA rated Bond
1997-10-24,,0.0645 ,US AAA rated Bond
1997-10-27,,0.0632 ,US AAA rated Bond
1997-10-28,,0.0644 ,US AAA rated Bond
1997-10-29,,0.0637 ,US AAA rated Bond
1997-10-30,,0.0632 ,US AAA rated Bond
1997-10-31,,0.0635 ,US AAA rated Bond
1997-11-03,,0.0644 ,US AAA rated Bond
1997-11-04,,0.0648 ,US AAA rated Bond
1997-11-05,,0.0647 ,US AAA rated Bond
1997-11-06,,0.0643 ,US AAA rated Bond
1997-11-07,,0.0643 ,US AAA rated Bond
1997-11-10,,0.0644 ,US AAA rated Bond
1997-11-11,,0.0643 ,US AAA rated Bond
1997-11-12,,0.0643 ,US AAA rated Bond
1997-11-13,,0.0641 ,US AAA rated Bond
1997-11-14,,0.0641 ,US AAA rated Bond
1997-11-17,,0.0640 ,US AAA rated Bond
1997-11-18,,0.0640 ,US AAA rated Bond
1997-11-19,,0.0634 ,US AAA rated Bond
1997-11-20,,0.0638 ,US AAA rated Bond
1997-11-21,,0.0635 ,US AAA rated Bond
1997-11-24,,0.0641 ,US AAA rated Bond
1997-11-25,,0.0641 ,US AAA rated Bond
1997-11-26,,0.0641 ,US AAA rated Bond
1997-11-27,,0.0641 ,US AAA rated Bond
1997-11-28,,0.0642 ,US AAA rated Bond
1997-11-30,,0.0641 ,US AAA rated Bond
1997-12-01,,0.0640 ,US AAA rated Bond
1997-12-02,,0.0640 ,US AAA rated Bond
1997-12-03,,0.0638 ,US AAA rated Bond
1997-12-04,,0.0638 ,US AAA rated Bond
1997-12-05,,0.0644 ,US AAA rated Bond
1997-12-08,,0.0648 ,US AAA rated Bond
1997-12-09,,0.0647 ,US AAA rated Bond
1997-12-10,,0.0643 ,US AAA rated Bond
1997-12-11,,0.0636 ,US AAA rated Bond
1997-12-12,,0.0629 ,US AAA rated Bond
1997-12-15,,0.0632 ,US AAA rated Bond
1997-12-16,,0.0632 ,US AAA rated Bond
1997-12-17,,0.0635 ,US AAA rated Bond
1997-12-18,,0.0631 ,US AAA rated Bond
1997-12-19,,0.0626 ,US AAA rated Bond
1997-12-22,,0.0627 ,US AAA rated Bond
1997-12-23,,0.0627 ,US AAA rated Bond
1997-12-24,,0.0629 ,US AAA rated Bond
1997-12-26,,0.0629 ,US AAA rated Bond
1997-12-29,,0.0630 ,US AAA rated Bond
1997-12-30,,0.0635 ,US AAA rated Bond
1997-12-31,,0.0630 ,US AAA rated Bond
1998-01-02,,0.0623 ,US AAA rated Bond
1998-01-05,,0.0610 ,US AAA rated Bond
1998-01-06,,0.0607 ,US AAA rated Bond
1998-01-07,,0.0613 ,US AAA rated Bond
1998-01-08,,0.0606 ,US AAA rated Bond
1998-01-09,,0.0598 ,US AAA rated Bond
1998-01-12,,0.0597 ,US AAA rated Bond
1998-01-13,,0.0600 ,US AAA rated Bond
1998-01-14,,0.0603 ,US AAA rated Bond
1998-01-15,,0.0604 ,US AAA rated Bond
1998-01-16,,0.0611 ,US AAA rated Bond
1998-01-19,,0.0611 ,US AAA rated Bond
1998-01-20,,0.0613 ,US AAA rated Bond
1998-01-21,,0.0610 ,US AAA rated Bond
1998-01-22,,0.0612 ,US AAA rated Bond
1998-01-23,,0.0623 ,US AAA rated Bond
1998-01-26,,0.0619 ,US AAA rated Bond
1998-01-27,,0.0624 ,US AAA rated Bond
1998-01-28,,0.0625 ,US AAA rated Bond
1998-01-29,,0.0614 ,US AAA rated Bond
1998-01-30,,0.0612 ,US AAA rated Bond
1998-01-31,,0.0610 ,US AAA rated Bond
1998-02-02,,0.0615 ,US AAA rated Bond
1998-02-03,,0.0614 ,US AAA rated Bond
1998-02-04,,0.0615 ,US AAA rated Bond
1998-02-05,,0.0620 ,US AAA rated Bond
1998-02-06,,0.0620 ,US AAA rated Bond
1998-02-09,,0.0623 ,US AAA rated Bond
1998-02-10,,0.0622 ,US AAA rated Bond
1998-02-11,,0.0616 ,US AAA rated Bond
1998-02-12,,0.0615 ,US AAA rated Bond
1998-02-13,,0.0612 ,US AAA rated Bond
1998-02-16,,0.0611 ,US AAA rated Bond
1998-02-17,,0.0607 ,US AAA rated Bond
1998-02-18,,0.0611 ,US AAA rated Bond
1998-02-19,,0.0613 ,US AAA rated Bond
1998-02-20,,0.0614 ,US AAA rated Bond
1998-02-23,,0.0619 ,US AAA rated Bond
1998-02-24,,0.0628 ,US AAA rated Bond
1998-02-25,,0.0624 ,US AAA rated Bond
1998-02-26,,0.0626 ,US AAA rated Bond
1998-02-27,,0.0623 ,US AAA rated Bond
1998-02-28,,0.0623 ,US AAA rated Bond
1998-03-02,,0.0630 ,US AAA rated Bond
1998-03-03,,0.0635 ,US AAA rated Bond
1998-03-04,,0.0635 ,US AAA rated Bond
1998-03-05,,0.0636 ,US AAA rated Bond
1998-03-06,,0.0631 ,US AAA rated Bond
1998-03-09,,0.0625 ,US AAA rated Bond
1998-03-10,,0.0625 ,US AAA rated Bond
1998-03-11,,0.0623 ,US AAA rated Bond
1998-03-12,,0.0617 ,US AAA rated Bond
1998-03-13,,0.0618 ,US AAA rated Bond
1998-03-16,,0.0615 ,US AAA rated Bond
1998-03-17,,0.0618 ,US AAA rated Bond
1998-03-18,,0.0620 ,US AAA rated Bond
1998-03-19,,0.0620 ,US AAA rated Bond
1998-03-20,,0.0619 ,US AAA rated Bond
1998-03-23,,0.0618 ,US AAA rated Bond
1998-03-24,,0.0618 ,US AAA rated Bond
1998-03-25,,0.0625 ,US AAA rated Bond
1998-03-26,,0.0628 ,US AAA rated Bond
1998-03-27,,0.0628 ,US AAA rated Bond
1998-03-30,,0.0631 ,US AAA rated Bond
1998-03-31,,0.0626 ,US AAA rated Bond
1998-04-01,,0.0621 ,US AAA rated Bond
1998-04-02,,0.0617 ,US AAA rated Bond
1998-04-03,,0.0609 ,US AAA rated Bond
1998-04-06,,0.0613 ,US AAA rated Bond
1998-04-07,,0.0615 ,US AAA rated Bond
1998-04-08,,0.0618 ,US AAA rated Bond
1998-04-09,,0.0619 ,US AAA rated Bond
1998-04-13,,0.0625 ,US AAA rated Bond
1998-04-14,,0.0621 ,US AAA rated Bond
1998-04-15,,0.0620 ,US AAA rated Bond
1998-04-16,,0.0618 ,US AAA rated Bond
1998-04-17,,0.0618 ,US AAA rated Bond
1998-04-20,,0.0623 ,US AAA rated Bond
1998-04-21,,0.0627 ,US AAA rated Bond
1998-04-22,,0.0627 ,US AAA rated Bond
1998-04-23,,0.0628 ,US AAA rated Bond
1998-04-24,,0.0626 ,US AAA rated Bond
1998-04-27,,0.0637 ,US AAA rated Bond
1998-04-28,,0.0638 ,US AAA rated Bond
1998-04-29,,0.0640 ,US AAA rated Bond
1998-04-30,,0.0627 ,US AAA rated Bond
1998-05-01,,0.0625 ,US AAA rated Bond
1998-05-04,,0.0625 ,US AAA rated Bond
1998-05-05,,0.0628 ,US AAA rated Bond
1998-05-06,,0.0626 ,US AAA rated Bond
1998-05-07,,0.0626 ,US AAA rated Bond
1998-05-08,,0.0629 ,US AAA rated Bond
1998-05-11,,0.0636 ,US AAA rated Bond
1998-05-12,,0.0629 ,US AAA rated Bond
1998-05-13,,0.0627 ,US AAA rated Bond
1998-05-14,,0.0629 ,US AAA rated Bond
1998-05-15,,0.0629 ,US AAA rated Bond
1998-05-18,,0.0624 ,US AAA rated Bond
1998-05-19,,0.0625 ,US AAA rated Bond
1998-05-20,,0.0622 ,US AAA rated Bond
1998-05-21,,0.0627 ,US AAA rated Bond
1998-05-22,,0.0625 ,US AAA rated Bond
1998-05-25,,0.0625 ,US AAA rated Bond
1998-05-26,,0.0620 ,US AAA rated Bond
1998-05-27,,0.0618 ,US AAA rated Bond
1998-05-28,,0.0619 ,US AAA rated Bond
1998-05-29,,0.0618 ,US AAA rated Bond
1998-05-31,,0.0620 ,US AAA rated Bond
1998-06-01,,0.0618 ,US AAA rated Bond
1998-06-02,,0.0620 ,US AAA rated Bond
1998-06-03,,0.0621 ,US AAA rated Bond
1998-06-04,,0.0623 ,US AAA rated Bond
1998-06-05,,0.0622 ,US AAA rated Bond
1998-06-08,,0.0622 ,US AAA rated Bond
1998-06-09,,0.0622 ,US AAA rated Bond
1998-06-10,,0.0616 ,US AAA rated Bond
1998-06-11,,0.0609 ,US AAA rated Bond
1998-06-12,,0.0608 ,US AAA rated Bond
1998-06-15,,0.0604 ,US AAA rated Bond
1998-06-16,,0.0610 ,US AAA rated Bond
1998-06-17,,0.0618 ,US AAA rated Bond
1998-06-18,,0.0614 ,US AAA rated Bond
1998-06-19,,0.0612 ,US AAA rated Bond
1998-06-22,,0.0611 ,US AAA rated Bond
1998-06-23,,0.0611 ,US AAA rated Bond
1998-06-24,,0.0611 ,US AAA rated Bond
1998-06-25,,0.0612 ,US AAA rated Bond
1998-06-26,,0.0611 ,US AAA rated Bond
1998-06-29,,0.0612 ,US AAA rated Bond
1998-06-30,,0.0611 ,US AAA rated Bond
1998-07-01,,0.0609 ,US AAA rated Bond
1998-07-02,,0.0607 ,US AAA rated Bond
1998-07-03,,0.0607 ,US AAA rated Bond
1998-07-06,,0.0605 ,US AAA rated Bond
1998-07-07,,0.0607 ,US AAA rated Bond
1998-07-08,,0.0608 ,US AAA rated Bond
1998-07-09,,0.0606 ,US AAA rated Bond
1998-07-10,,0.0607 ,US AAA rated Bond
1998-07-13,,0.0612 ,US AAA rated Bond
1998-07-14,,0.0615 ,US AAA rated Bond
1998-07-15,,0.0614 ,US AAA rated Bond
1998-07-16,,0.0616 ,US AAA rated Bond
1998-07-17,,0.0617 ,US AAA rated Bond
1998-07-20,,0.0614 ,US AAA rated Bond
1998-07-21,,0.0611 ,US AAA rated Bond
1998-07-22,,0.0612 ,US AAA rated Bond
1998-07-23,,0.0610 ,US AAA rated Bond
1998-07-24,,0.0612 ,US AAA rated Bond
1998-07-27,,0.0613 ,US AAA rated Bond
1998-07-28,,0.0614 ,US AAA rated Bond
1998-07-29,,0.0618 ,US AAA rated Bond
1998-07-30,,0.0617 ,US AAA rated Bond
1998-07-31,,0.0618 ,US AAA rated Bond
1998-08-03,,0.0613 ,US AAA rated Bond
1998-08-04,,0.0610 ,US AAA rated Bond
1998-08-05,,0.0610 ,US AAA rated Bond
1998-08-06,,0.0610 ,US AAA rated Bond
1998-08-07,,0.0607 ,US AAA rated Bond
1998-08-10,,0.0606 ,US AAA rated Bond
1998-08-11,,0.0603 ,US AAA rated Bond
1998-08-12,,0.0605 ,US AAA rated Bond
1998-08-13,,0.0608 ,US AAA rated Bond
1998-08-14,,0.0606 ,US AAA rated Bond
1998-08-17,,0.0605 ,US AAA rated Bond
1998-08-18,,0.0607 ,US AAA rated Bond
1998-08-19,,0.0607 ,US AAA rated Bond
1998-08-20,,0.0604 ,US AAA rated Bond
1998-08-21,,0.0599 ,US AAA rated Bond
1998-08-24,,0.0597 ,US AAA rated Bond
1998-08-25,,0.0593 ,US AAA rated Bond
1998-08-26,,0.0594 ,US AAA rated Bond
1998-08-27,,0.0588 ,US AAA rated Bond
1998-08-28,,0.0592 ,US AAA rated Bond
1998-08-31,,0.0597 ,US AAA rated Bond
1998-09-01,,0.0600 ,US AAA rated Bond
1998-09-02,,0.0603 ,US AAA rated Bond
1998-09-03,,0.0599 ,US AAA rated Bond
1998-09-04,,0.0598 ,US AAA rated Bond
1998-09-07,,0.0596 ,US AAA rated Bond
1998-09-08,,0.0599 ,US AAA rated Bond
1998-09-09,,0.0590 ,US AAA rated Bond
1998-09-10,,0.0576 ,US AAA rated Bond
1998-09-11,,0.0581 ,US AAA rated Bond
1998-09-14,,0.0588 ,US AAA rated Bond
1998-09-15,,0.0590 ,US AAA rated Bond
1998-09-16,,0.0591 ,US AAA rated Bond
1998-09-17,,0.0584 ,US AAA rated Bond
1998-09-18,,0.0580 ,US AAA rated Bond
1998-09-21,,0.0578 ,US AAA rated Bond
1998-09-22,,0.0582 ,US AAA rated Bond
1998-09-23,,0.0578 ,US AAA rated Bond
1998-09-24,,0.0575 ,US AAA rated Bond
1998-09-25,,0.0573 ,US AAA rated Bond
1998-09-28,,0.0574 ,US AAA rated Bond
1998-09-29,,0.0574 ,US AAA rated Bond
1998-09-30,,0.0551 ,US AAA rated Bond
1998-10-01,,0.0538 ,US AAA rated Bond
1998-10-02,,0.0539 ,US AAA rated Bond
1998-10-05,,0.0529 ,US AAA rated Bond
1998-10-06,,0.0533 ,US AAA rated Bond
1998-10-07,,0.0543 ,US AAA rated Bond
1998-10-08,,0.0554 ,US AAA rated Bond
1998-10-09,,0.0576 ,US AAA rated Bond
1998-10-12,,0.0580 ,US AAA rated Bond
1998-10-13,,0.0575 ,US AAA rated Bond
1998-10-14,,0.0566 ,US AAA rated Bond
1998-10-15,,0.0565 ,US AAA rated Bond
1998-10-16,,0.0551 ,US AAA rated Bond
1998-10-19,,0.0552 ,US AAA rated Bond
1998-10-20,,0.0560 ,US AAA rated Bond
1998-10-21,,0.0561 ,US AAA rated Bond
1998-10-22,,0.0565 ,US AAA rated Bond
1998-10-23,,0.0568 ,US AAA rated Bond
1998-10-26,,0.0570 ,US AAA rated Bond
1998-10-27,,0.0562 ,US AAA rated Bond
1998-10-28,,0.0561 ,US AAA rated Bond
1998-10-29,,0.0557 ,US AAA rated Bond
1998-10-30,,0.0563 ,US AAA rated Bond
1998-10-31,,0.0561 ,US AAA rated Bond
1998-11-02,,0.0571 ,US AAA rated Bond
1998-11-03,,0.0574 ,US AAA rated Bond
1998-11-04,,0.0586 ,US AAA rated Bond
1998-11-05,,0.0579 ,US AAA rated Bond
1998-11-06,,0.0592 ,US AAA rated Bond
1998-11-09,,0.0586 ,US AAA rated Bond
1998-11-10,,0.0579 ,US AAA rated Bond
1998-11-11,,0.0580 ,US AAA rated Bond
1998-11-12,,0.0577 ,US AAA rated Bond
1998-11-13,,0.0579 ,US AAA rated Bond
1998-11-16,,0.0582 ,US AAA rated Bond
1998-11-17,,0.0582 ,US AAA rated Bond
1998-11-18,,0.0580 ,US AAA rated Bond
1998-11-19,,0.0583 ,US AAA rated Bond
1998-11-20,,0.0581 ,US AAA rated Bond
1998-11-23,,0.0582 ,US AAA rated Bond
1998-11-24,,0.0582 ,US AAA rated Bond
1998-11-25,,0.0579 ,US AAA rated Bond
1998-11-26,,0.0579 ,US AAA rated Bond
1998-11-27,,0.0577 ,US AAA rated Bond
1998-11-30,,0.0558 ,US AAA rated Bond
1998-12-01,,0.0553 ,US AAA rated Bond
1998-12-02,,0.0547 ,US AAA rated Bond
1998-12-03,,0.0546 ,US AAA rated Bond
1998-12-04,,0.0552 ,US AAA rated Bond
1998-12-07,,0.0558 ,US AAA rated Bond
1998-12-08,,0.0549 ,US AAA rated Bond
1998-12-09,,0.0547 ,US AAA rated Bond
1998-12-10,,0.0544 ,US AAA rated Bond
1998-12-11,,0.0554 ,US AAA rated Bond
1998-12-14,,0.0551 ,US AAA rated Bond
1998-12-15,,0.0556 ,US AAA rated Bond
1998-12-16,,0.0552 ,US AAA rated Bond
1998-12-17,,0.0551 ,US AAA rated Bond
1998-12-18,,0.0552 ,US AAA rated Bond
1998-12-21,,0.0558 ,US AAA rated Bond
1998-12-22,,0.0563 ,US AAA rated Bond
1998-12-23,,0.0574 ,US AAA rated Bond
1998-12-24,,0.0577 ,US AAA rated Bond
1998-12-28,,0.0570 ,US AAA rated Bond
1998-12-29,,0.0566 ,US AAA rated Bond
1998-12-30,,0.0561 ,US AAA rated Bond
1998-12-31,,0.0560 ,US AAA rated Bond
1999-01-04,,0.0562 ,US AAA rated Bond
1999-01-05,,0.0568 ,US AAA rated Bond
1999-01-06,,0.0566 ,US AAA rated Bond
1999-01-07,,0.0570 ,US AAA rated Bond
1999-01-08,,0.0575 ,US AAA rated Bond
1999-01-11,,0.0579 ,US AAA rated Bond
1999-01-12,,0.0572 ,US AAA rated Bond
1999-01-13,,0.0566 ,US AAA rated Bond
1999-01-14,,0.0556 ,US AAA rated Bond
1999-01-15,,0.0563 ,US AAA rated Bond
1999-01-18,,0.0562 ,US AAA rated Bond
1999-01-19,,0.0565 ,US AAA rated Bond
1999-01-20,,0.0569 ,US AAA rated Bond
1999-01-21,,0.0564 ,US AAA rated Bond
1999-01-22,,0.0560 ,US AAA rated Bond
1999-01-25,,0.0561 ,US AAA rated Bond
1999-01-26,,0.0563 ,US AAA rated Bond
1999-01-27,,0.0563 ,US AAA rated Bond
1999-01-28,,0.0561 ,US AAA rated Bond
1999-01-29,,0.0558 ,US AAA rated Bond
1999-01-31,,0.0559 ,US AAA rated Bond
1999-02-01,,0.0568 ,US AAA rated Bond
1999-02-02,,0.0573 ,US AAA rated Bond
1999-02-03,,0.0576 ,US AAA rated Bond
1999-02-04,,0.0582 ,US AAA rated Bond
1999-02-05,,0.0584 ,US AAA rated Bond
1999-02-08,,0.0583 ,US AAA rated Bond
1999-02-09,,0.0581 ,US AAA rated Bond
1999-02-10,,0.0581 ,US AAA rated Bond
1999-02-11,,0.0582 ,US AAA rated Bond
1999-02-12,,0.0596 ,US AAA rated Bond
1999-02-15,,0.0596 ,US AAA rated Bond
1999-02-16,,0.0592 ,US AAA rated Bond
1999-02-17,,0.0588 ,US AAA rated Bond
1999-02-18,,0.0594 ,US AAA rated Bond
1999-02-19,,0.0594 ,US AAA rated Bond
1999-02-22,,0.0591 ,US AAA rated Bond
1999-02-23,,0.0596 ,US AAA rated Bond
1999-02-24,,0.0604 ,US AAA rated Bond
1999-02-25,,0.0615 ,US AAA rated Bond
1999-02-26,,0.0612 ,US AAA rated Bond
1999-02-28,,0.0610 ,US AAA rated Bond
1999-03-01,,0.0618 ,US AAA rated Bond
1999-03-02,,0.0613 ,US AAA rated Bond
1999-03-03,,0.0616 ,US AAA rated Bond
1999-03-04,,0.0619 ,US AAA rated Bond
1999-03-05,,0.0611 ,US AAA rated Bond
1999-03-08,,0.0608 ,US AAA rated Bond
1999-03-09,,0.0601 ,US AAA rated Bond
1999-03-10,,0.0603 ,US AAA rated Bond
1999-03-11,,0.0603 ,US AAA rated Bond
1999-03-12,,0.0599 ,US AAA rated Bond
1999-03-15,,0.0599 ,US AAA rated Bond
1999-03-16,,0.0595 ,US AAA rated Bond
1999-03-17,,0.0598 ,US AAA rated Bond
1999-03-18,,0.0596 ,US AAA rated Bond
1999-03-19,,0.0601 ,US AAA rated Bond
1999-03-22,,0.0604 ,US AAA rated Bond
1999-03-23,,0.0603 ,US AAA rated Bond
1999-03-24,,0.0600 ,US AAA rated Bond
1999-03-25,,0.0604 ,US AAA rated Bond
1999-03-26,,0.0604 ,US AAA rated Bond
1999-03-29,,0.0608 ,US AAA rated Bond
1999-03-30,,0.0603 ,US AAA rated Bond
1999-03-31,,0.0605 ,US AAA rated Bond
1999-04-01,,0.0609 ,US AAA rated Bond
1999-04-02,,0.0602 ,US AAA rated Bond
1999-04-05,,0.0601 ,US AAA rated Bond
1999-04-06,,0.0595 ,US AAA rated Bond
1999-04-07,,0.0596 ,US AAA rated Bond
1999-04-08,,0.0588 ,US AAA rated Bond
1999-04-09,,0.0588 ,US AAA rated Bond
1999-04-12,,0.0590 ,US AAA rated Bond
1999-04-13,,0.0594 ,US AAA rated Bond
1999-04-14,,0.0593 ,US AAA rated Bond
1999-04-15,,0.0596 ,US AAA rated Bond
1999-04-16,,0.0601 ,US AAA rated Bond
1999-04-19,,0.0596 ,US AAA rated Bond
1999-04-20,,0.0594 ,US AAA rated Bond
1999-04-21,,0.0595 ,US AAA rated Bond
1999-04-22,,0.0603 ,US AAA rated Bond
1999-04-23,,0.0602 ,US AAA rated Bond
1999-04-26,,0.0601 ,US AAA rated Bond
1999-04-27,,0.0599 ,US AAA rated Bond
1999-04-28,,0.0602 ,US AAA rated Bond
1999-04-29,,0.0596 ,US AAA rated Bond
1999-04-30,,0.0607 ,US AAA rated Bond
1999-05-03,,0.0609 ,US AAA rated Bond
1999-05-04,,0.0614 ,US AAA rated Bond
1999-05-05,,0.0613 ,US AAA rated Bond
1999-05-06,,0.0623 ,US AAA rated Bond
1999-05-07,,0.0625 ,US AAA rated Bond
1999-05-10,,0.0621 ,US AAA rated Bond
1999-05-11,,0.0627 ,US AAA rated Bond
1999-05-12,,0.0626 ,US AAA rated Bond
1999-05-13,,0.0616 ,US AAA rated Bond
1999-05-14,,0.0634 ,US AAA rated Bond
1999-05-17,,0.0636 ,US AAA rated Bond
1999-05-18,,0.0634 ,US AAA rated Bond
1999-05-19,,0.0634 ,US AAA rated Bond
1999-05-20,,0.0636 ,US AAA rated Bond
1999-05-21,,0.0630 ,US AAA rated Bond
1999-05-24,,0.0627 ,US AAA rated Bond
1999-05-25,,0.0628 ,US AAA rated Bond
1999-05-26,,0.0633 ,US AAA rated Bond
1999-05-27,,0.0639 ,US AAA rated Bond
1999-05-28,,0.0643 ,US AAA rated Bond
1999-05-31,,0.0644 ,US AAA rated Bond
1999-06-01,,0.0657 ,US AAA rated Bond
1999-06-02,,0.0657 ,US AAA rated Bond
1999-06-03,,0.0656 ,US AAA rated Bond
1999-06-04,,0.0657 ,US AAA rated Bond
1999-06-07,,0.0658 ,US AAA rated Bond
1999-06-08,,0.0660 ,US AAA rated Bond
1999-06-09,,0.0663 ,US AAA rated Bond
1999-06-10,,0.0668 ,US AAA rated Bond
1999-06-11,,0.0676 ,US AAA rated Bond
1999-06-14,,0.0674 ,US AAA rated Bond
1999-06-15,,0.0674 ,US AAA rated Bond
1999-06-16,,0.0669 ,US AAA rated Bond
1999-06-17,,0.0656 ,US AAA rated Bond
1999-06-18,,0.0661 ,US AAA rated Bond
1999-06-21,,0.0665 ,US AAA rated Bond
1999-06-22,,0.0668 ,US AAA rated Bond
1999-06-23,,0.0674 ,US AAA rated Bond
1999-06-24,,0.0678 ,US AAA rated Bond
1999-06-25,,0.0675 ,US AAA rated Bond
1999-06-28,,0.0670 ,US AAA rated Bond
1999-06-29,,0.0668 ,US AAA rated Bond
1999-06-30,,0.0657 ,US AAA rated Bond
1999-07-01,,0.0660 ,US AAA rated Bond
1999-07-02,,0.0660 ,US AAA rated Bond
1999-07-05,,0.0660 ,US AAA rated Bond
1999-07-06,,0.0663 ,US AAA rated Bond
1999-07-07,,0.0666 ,US AAA rated Bond
1999-07-08,,0.0660 ,US AAA rated Bond
1999-07-09,,0.0660 ,US AAA rated Bond
1999-07-12,,0.0651 ,US AAA rated Bond
1999-07-13,,0.0649 ,US AAA rated Bond
1999-07-14,,0.0651 ,US AAA rated Bond
1999-07-15,,0.0650 ,US AAA rated Bond
1999-07-16,,0.0647 ,US AAA rated Bond
1999-07-19,,0.0649 ,US AAA rated Bond
1999-07-20,,0.0647 ,US AAA rated Bond
1999-07-21,,0.0648 ,US AAA rated Bond
1999-07-22,,0.0657 ,US AAA rated Bond
1999-07-23,,0.0662 ,US AAA rated Bond
1999-07-26,,0.0669 ,US AAA rated Bond
1999-07-27,,0.0666 ,US AAA rated Bond
1999-07-28,,0.0666 ,US AAA rated Bond
1999-07-29,,0.0673 ,US AAA rated Bond
1999-07-30,,0.0679 ,US AAA rated Bond
1999-07-31,,0.0681 ,US AAA rated Bond
1999-08-02,,0.0681 ,US AAA rated Bond
1999-08-03,,0.0684 ,US AAA rated Bond
1999-08-04,,0.0682 ,US AAA rated Bond
1999-08-05,,0.0676 ,US AAA rated Bond
1999-08-06,,0.0689 ,US AAA rated Bond
1999-08-09,,0.0703 ,US AAA rated Bond
1999-08-10,,0.0704 ,US AAA rated Bond
1999-08-11,,0.0701 ,US AAA rated Bond
1999-08-12,,0.0702 ,US AAA rated Bond
1999-08-13,,0.0693 ,US AAA rated Bond
1999-08-16,,0.0690 ,US AAA rated Bond
1999-08-17,,0.0682 ,US AAA rated Bond
1999-08-18,,0.0681 ,US AAA rated Bond
1999-08-19,,0.0683 ,US AAA rated Bond
1999-08-20,,0.0680 ,US AAA rated Bond
1999-08-23,,0.0681 ,US AAA rated Bond
1999-08-24,,0.0676 ,US AAA rated Bond
1999-08-25,,0.0667 ,US AAA rated Bond
1999-08-26,,0.0670 ,US AAA rated Bond
1999-08-27,,0.0680 ,US AAA rated Bond
1999-08-30,,0.0690 ,US AAA rated Bond
1999-08-31,,0.0693 ,US AAA rated Bond
1999-09-01,,0.0693 ,US AAA rated Bond
1999-09-02,,0.0696 ,US AAA rated Bond
1999-09-03,,0.0685 ,US AAA rated Bond
1999-09-06,,0.0684 ,US AAA rated Bond
1999-09-07,,0.0690 ,US AAA rated Bond
1999-09-08,,0.0688 ,US AAA rated Bond
1999-09-09,,0.0691 ,US AAA rated Bond
1999-09-10,,0.0685 ,US AAA rated Bond
1999-09-13,,0.0684 ,US AAA rated Bond
1999-09-14,,0.0688 ,US AAA rated Bond
1999-09-15,,0.0685 ,US AAA rated Bond
1999-09-16,,0.0683 ,US AAA rated Bond
1999-09-17,,0.0679 ,US AAA rated Bond
1999-09-20,,0.0682 ,US AAA rated Bond
1999-09-21,,0.0684 ,US AAA rated Bond
1999-09-22,,0.0682 ,US AAA rated Bond
1999-09-23,,0.0677 ,US AAA rated Bond
1999-09-24,,0.0668 ,US AAA rated Bond
1999-09-27,,0.0675 ,US AAA rated Bond
1999-09-28,,0.0679 ,US AAA rated Bond
1999-09-29,,0.0687 ,US AAA rated Bond
1999-09-30,,0.0679 ,US AAA rated Bond
1999-10-01,,0.0687 ,US AAA rated Bond
1999-10-04,,0.0685 ,US AAA rated Bond
1999-10-05,,0.0691 ,US AAA rated Bond
1999-10-06,,0.0693 ,US AAA rated Bond
1999-10-07,,0.0693 ,US AAA rated Bond
1999-10-08,,0.0692 ,US AAA rated Bond
1999-10-11,,0.0692 ,US AAA rated Bond
1999-10-12,,0.0695 ,US AAA rated Bond
1999-10-13,,0.0700 ,US AAA rated Bond
1999-10-14,,0.0703 ,US AAA rated Bond
1999-10-15,,0.0696 ,US AAA rated Bond
1999-10-18,,0.0699 ,US AAA rated Bond
1999-10-19,,0.0704 ,US AAA rated Bond
1999-10-20,,0.0705 ,US AAA rated Bond
1999-10-21,,0.0706 ,US AAA rated Bond
1999-10-22,,0.0707 ,US AAA rated Bond
1999-10-25,,0.0706 ,US AAA rated Bond
1999-10-26,,0.0708 ,US AAA rated Bond
